> Air Mass 1.5 spectrum "Direct + Circumsolar" (DCS) "edition 2", normalised to 1 sun (1000 W/m2)
> Direct = Direct Normal Irradiance Nearly parallel (0.5 deg divergent cone) radiation 
> on surface with surface normal tracking (pointing to) the sun, 
> excluding scattered sky and reflected ground radiation
> Circumsolar = Spectral irradiance within +/- 2.5 degree (5 degree diameter) field of view 
> centered on the 0.5 deg diameter solar disk, but excluding the radiation from the disk  
> Source: "ASTM G173-03 Reference Spectra 
Derived from SMARTS v. 2.9.2 (AM1.5)"							
> (NREL website, april 2009)
> Adaption to SCAPS format: MB 17-5-2009
> The first column is wavelength in nm
> The value in the second column is the incident power, in W/m2, in a wavelength range from half-away the preceeding lambda-interval, to half-away the next lambda-interval
> (we have artificially added one line before the table: 279 nm, 0 W/m2/nm
>   and one line after the table: 4010 nm, 0 W/m2/nm)
> The total incident power of the AM1.5CDS ed.2 spectrum (summing the data in the second column) is 900.17492878 W/m2
> In this table, the spectrum is normalised to 1 sun incident power (1000 W/m2)
> by multiplying the second column with 1000/900.17492878
>
>lambda (nm)	P(W/m2)
1089.0	6.093927E-01
1090.0	5.849530E-01
1091.0	6.190130E-01
1092.0	6.115256E-01
1093.0	5.378621E-01
1094.0	5.678896E-01
1095.0	5.483712E-01
1096.0	5.302414E-01
1097.0	6.088261E-01
1098.0	5.299970E-01
1099.0	5.350182E-01
1100.0	5.122671E-01
1101.0	5.239982E-01
1102.0	4.944928E-01
1103.0	4.920266E-01
1104.0	4.933708E-01
1105.0	5.339518E-01
1106.0	4.203627E-01
1107.0	5.095232E-01
1108.0	4.389925E-01
1109.0	4.360153E-01
1110.0	5.054129E-01
1111.0	3.507318E-01
1112.0	4.369151E-01
1113.0	2.843781E-01
1114.0	3.174494E-01
1115.0	2.647597E-01
1116.0	2.135474E-01
1117.0	8.461022E-02
1118.0	2.306552E-01
1119.0	1.202100E-01
1120.0	1.506596E-01
1121.0	1.972172E-01
1122.0	8.682646E-02
1123.0	1.361402E-01
1124.0	1.154998E-01
1125.0	1.532369E-01
1126.0	5.487156E-02
1127.0	1.669898E-01
1128.0	1.054751E-01
1129.0	1.125670E-01
1130.0	7.506097E-02
1131.0	3.132836E-01
1132.0	2.483851E-01
1133.0	1.628683E-01
1134.0	4.442248E-02
1135.0	1.646236E-02
1136.0	1.368623E-01
1137.0	3.051851E-01
1138.0	2.158247E-01
1139.0	3.164274E-01
1140.0	2.715805E-01
1141.0	2.053601E-01
1142.0	2.386314E-01
1143.0	3.305802E-01
1144.0	1.204544E-01
1145.0	1.552587E-01
1146.0	1.675785E-01
1147.0	6.300442E-02
1148.0	2.876996E-01
1149.0	2.321104E-01
1150.0	1.293971E-01
1151.0	2.161024E-01
1152.0	2.629045E-01
1153.0	2.528620E-01
1154.0	1.515594E-01
1155.0	3.321910E-01
1156.0	2.981309E-01
1157.0	3.337129E-01
1158.0	3.307135E-01
1159.0	3.572972E-01
1160.0	3.040631E-01
1161.0	3.684506E-01
1162.0	3.711723E-01
1163.0	4.959480E-01
1164.0	4.258283E-01
1165.0	4.119199E-01
1166.0	3.974894E-01
1167.0	4.344156E-01
1168.0	4.445580E-01
1169.0	4.482240E-01
1170.0	4.858056E-01
1171.0	4.749077E-01
1172.0	4.817952E-01
1173.0	4.834838E-01
1174.0	3.576305E-01
1175.0	4.792624E-01
1176.0	5.048685E-01
1177.0	5.003472E-01
1178.0	3.820480E-01
1179.0	5.122782E-01
1180.0	4.671536E-01
1181.0	4.823840E-01
1182.0	3.432999E-01
1183.0	4.649430E-01
1184.0	4.452801E-01
1185.0	4.322271E-01
1186.0	5.056573E-01
1187.0	4.831728E-01
1188.0	3.559197E-01
1189.0	4.408588E-01
1190.0	4.901714E-01
1191.0	4.736635E-01
1192.0	5.018025E-01
1193.0	4.817952E-01
1194.0	4.971367E-01
1195.0	4.740301E-01
1196.0	4.575555E-01
1197.0	5.057573E-01
1198.0	4.601994E-01
1199.0	3.873580E-01
1200.0	4.753409E-01
1201.0	4.636321E-01
1202.0	4.637210E-01
1203.0	4.603661E-01
1204.0	3.848696E-01
1205.0	4.633988E-01
1206.0	5.095898E-01
1207.0	4.559558E-01
1208.0	4.596773E-01
1209.0	4.393368E-01
1210.0	4.806510E-01
1211.0	4.479018E-01
1212.0	4.507124E-01
1213.0	4.977255E-01
1214.0	4.603883E-01
1215.0	4.538118E-01
1216.0	4.944483E-01
1217.0	4.827617E-01
1218.0	4.870387E-01
1219.0	4.736746E-01
1220.0	4.857278E-01
1221.0	4.933819E-01
1222.0	4.787514E-01
1223.0	4.710196E-01
1224.0	4.753298E-01
1225.0	4.903602E-01
1226.0	4.965257E-01
1227.0	4.594663E-01
1228.0	4.948372E-01
1229.0	4.955481E-01
1230.0	4.879940E-01
1231.0	5.006471E-01
1232.0	4.946261E-01
1233.0	4.816730E-01
1234.0	4.987142E-01
1235.0	4.933374E-01
1236.0	4.976255E-01
1237.0	4.916711E-01
1238.0	4.965035E-01
1239.0	4.909490E-01
1240.0	4.889161E-01
1241.0	4.902380E-01
1242.0	4.907824E-01
1243.0	4.855945E-01
1244.0	4.832283E-01
1245.0	4.845947E-01
1246.0	4.877052E-01
1247.0	4.856278E-01
1248.0	4.868831E-01
1249.0	4.880163E-01
1250.0	4.852835E-01
1251.0	4.805733E-01
1252.0	4.788625E-01
1253.0	4.754965E-01
1254.0	4.711973E-01
1255.0	4.786625E-01
1256.0	4.676424E-01
1257.0	4.624657E-01
1258.0	4.726748E-01
1259.0	4.540006E-01
1260.0	4.580776E-01
1261.0	4.373705E-01
1262.0	4.206627E-01
1263.0	4.254729E-01
1264.0	3.951232E-01
1265.0	4.207071E-01
1266.0	4.097093E-01
1267.0	4.127975E-01
1268.0	3.940901E-01
1269.0	2.627934E-01
1270.0	4.119977E-01
1271.0	4.339379E-01
1272.0	4.345155E-01
1273.0	4.318494E-01
1274.0	4.317383E-01
1275.0	4.383037E-01
1276.0	4.431916E-01
1277.0	4.464799E-01
1278.0	4.545339E-01
1279.0	4.513123E-01
1280.0	4.486572E-01
1281.0	4.394035E-01
1282.0	3.965340E-01
1283.0	4.330047E-01
1284.0	4.473353E-01
1285.0	4.507679E-01
1286.0	4.541117E-01
1287.0	4.488572E-01
1288.0	4.464910E-01
1289.0	4.354043E-01
1290.0	4.390480E-01
1291.0	4.444025E-01
1292.0	4.215403E-01
1293.0	4.388703E-01
1294.0	4.300164E-01
1295.0	4.310384E-01
1296.0	4.146083E-01
1297.0	3.952898E-01
1298.0	4.169856E-01
1299.0	4.346600E-01
1300.0	3.760936E-01
1301.0	3.857917E-01
1302.0	4.170189E-01
1303.0	3.687839E-01
1304.0	3.204822E-01
1305.0	4.086206E-01
1306.0	4.093982E-01
1307.0	3.261810E-01
1308.0	3.696726E-01
1309.0	4.090538E-01
1310.0	3.211376E-01
1311.0	3.556198E-01
1312.0	3.553309E-01
1313.0	3.342573E-01
1314.0	3.076069E-01
1315.0	3.049074E-01
1316.0	3.456328E-01
1317.0	3.329242E-01
1318.0	3.553087E-01
1319.0	2.866443E-01
1320.0	2.762130E-01
1321.0	3.186492E-01
1322.0	3.224151E-01
1323.0	2.486850E-01
1324.0	2.802900E-01
1325.0	3.437443E-01
1326.0	2.994529E-01
1327.0	2.843114E-01
1328.0	2.505624E-01
1329.0	1.899298E-01
1330.0	2.449746E-01
1331.0	1.549810E-01
1332.0	1.560363E-01
1333.0	2.171245E-01
1334.0	1.810981E-01
1335.0	2.471075E-01
1336.0	1.962952E-01
1337.0	1.760991E-01
1338.0	1.905296E-01
1339.0	1.892188E-01
1340.0	1.801428E-01
1341.0	1.823979E-01
1342.0	1.905074E-01
1343.0	1.361846E-01
1344.0	8.111535E-02
1345.0	1.168773E-01
1346.0	6.242009E-02
1347.0	6.449635E-02
1348.0	5.094788E-03
1349.0	1.734885E-02
1350.0	1.720554E-02
1351.0	4.972256E-03
1352.0	1.628683E-03
1353.0	1.032222E-04
1354.0	3.116172E-04
1355.0	3.871136E-06
1356.0	5.164441E-05
1357.0	7.712834E-05
1358.0	4.507457E-06
1359.0	7.891799E-07
1360.0	2.300220E-06
1361.0	5.172995E-09
1362.0	1.942845E-11
1363.0	3.392674E-06
1364.0	1.460827E-06
1365.0	9.757326E-12
1366.0	1.375177E-05
1367.0	5.350182E-06
1368.0	1.589802E-13
1369.0	5.555365E-07
1370.0	3.140056E-07
1371.0	2.121921E-08
1372.0	2.957536E-06
1373.0	4.775850E-05
1374.0	1.927403E-04
1375.0	3.478102E-04
1376.0	2.770017E-04
1377.0	1.320077E-04
1378.0	1.193213E-03
1379.0	5.613687E-05
1380.0	8.780738E-05
1381.0	2.552615E-06
1382.0	2.763241E-06
1383.0	4.738301E-08
1384.0	6.641154E-07
1385.0	2.250118E-06
1386.0	2.715139E-06
1387.0	2.142695E-04
1388.0	4.336602E-06
1389.0	6.258561E-04
1390.0	5.314078E-04
1391.0	3.704280E-04
1392.0	2.562280E-05
1393.0	1.248424E-04
1394.0	8.139307E-05
1395.0	7.236038E-07
1396.0	6.814009E-09
1397.0	5.288417E-05
1398.0	1.369623E-03
1399.0	8.757742E-04
1400.0	3.500764E-09
1401.0	1.135224E-08
1402.0	1.979282E-03
1403.0	2.567057E-03
1404.0	7.971228E-04
1405.0	3.932014E-07
1406.0	2.206349E-03
1407.0	1.883745E-04
1408.0	1.779987E-03
1409.0	6.683034E-04
1410.0	5.035910E-04
1411.0	2.282223E-03
1412.0	2.849446E-03
1413.0	2.520621E-02
1414.0	3.928014E-04
1415.0	1.983392E-04
1416.0	3.839365E-02
1417.0	1.269864E-02
1418.0	1.464382E-02
1419.0	2.316328E-03
1420.0	8.935708E-03
1421.0	9.899965E-03
1422.0	5.001583E-02
1423.0	9.962064E-03
1424.0	1.834199E-02
1425.0	2.793013E-02
1426.0	3.002972E-02
1427.0	5.352293E-02
1428.0	4.927931E-03
1429.0	4.108646E-02
1430.0	6.655595E-02
1431.0	5.420280E-02
1432.0	2.724359E-03
1433.0	3.873692E-02
1434.0	2.266559E-02
1435.0	2.315883E-02
1436.0	4.146527E-02
1437.0	3.231039E-02
1438.0	1.434499E-02
1439.0	5.518039E-02
1440.0	4.282168E-02
1441.0	3.439220E-02
1442.0	3.927681E-02
1443.0	4.873275E-02
1444.0	6.681257E-02
1445.0	5.380510E-02
1446.0	2.498625E-02
1447.0	3.917572E-02
1448.0	1.250201E-01
1449.0	1.103941E-01
1450.0	2.965979E-02
1451.0	1.219763E-02
1452.0	6.745133E-02
1453.0	8.865277E-02
1454.0	1.486822E-01
1455.0	7.155165E-02
1456.0	9.571251E-02
1457.0	1.264865E-01
1458.0	1.474491E-01
1459.0	1.761880E-01
1460.0	9.238316E-02
1461.0	9.763213E-02
1462.0	1.411726E-01
1463.0	4.677535E-02
1464.0	1.640792E-01
1465.0	1.009926E-01
1466.0	7.053962E-02
1467.0	3.902353E-02
1468.0	8.323715E-02
1469.0	1.025845E-01
1470.0	5.376399E-02
1471.0	1.932291E-02
1472.0	5.061905E-02
1473.0	7.594968E-02
1474.0	1.052740E-01
1475.0	1.994501E-01
1476.0	7.441554E-02
1477.0	7.544756E-02
1478.0	6.868110E-02
1479.0	1.297526E-01
1480.0	6.561280E-02
1481.0	1.246535E-01
1482.0	6.328437E-02
1483.0	1.605688E-01
1484.0	1.485822E-01
1485.0	1.351737E-01
1486.0	1.333963E-01
1487.0	6.558947E-02
1488.0	1.018180E-01
1489.0	2.048824E-01
1490.0	1.887744E-01
1491.0	2.135363E-01
1492.0	1.775877E-01
1493.0	1.960841E-01
1494.0	2.198906E-01
1495.0	1.971284E-01
1496.0	1.820202E-01
1497.0	2.465965E-01
1498.0	2.048157E-01
1499.0	2.348544E-01
1500.0	2.703808E-01
1501.0	2.864110E-01
1502.0	2.520399E-01
1503.0	1.996501E-01
1504.0	1.731441E-01
1505.0	1.986836E-01
1506.0	2.780126E-01
1507.0	2.752687E-01
1508.0	2.622379E-01
1509.0	2.018385E-01
1510.0	2.918211E-01
1511.0	2.856112E-01
1512.0	2.812231E-01
1513.0	2.615492E-01
1514.0	2.436193E-01
1515.0	2.866554E-01
1516.0	2.770906E-01
1517.0	2.689922E-01
1518.0	2.720471E-01
1519.0	2.637154E-01
1520.0	2.853668E-01
1521.0	2.966868E-01
1522.0	2.845780E-01
1523.0	3.020746E-01
1524.0	2.970867E-01
1525.0	2.792791E-01
1526.0	2.885772E-01
1527.0	2.829228E-01
1528.0	3.012970E-01
1529.0	2.939429E-01
1530.0	2.753798E-01
1531.0	2.910545E-01
1532.0	3.003750E-01
1533.0	2.990308E-01
1534.0	2.901880E-01
1535.0	2.879885E-01
1536.0	2.963757E-01
1537.0	2.950315E-01
1538.0	2.935763E-01
1539.0	2.945983E-01
1540.0	2.859111E-01
1541.0	2.903991E-01
1542.0	2.906657E-01
1543.0	2.937096E-01
1544.0	2.937540E-01
1545.0	2.990752E-01
1546.0	2.966646E-01
1547.0	2.947983E-01
1548.0	2.879440E-01
1549.0	2.951426E-01
1550.0	2.913434E-01
1551.0	2.920877E-01
1552.0	2.934430E-01
1553.0	2.928986E-01
1554.0	2.858000E-01
1555.0	2.888883E-01
1556.0	2.840448E-01
1557.0	2.921765E-01
1558.0	2.898659E-01
1559.0	2.894326E-01
1560.0	2.868442E-01
1561.0	2.915211E-01
1562.0	2.888661E-01
1563.0	2.879107E-01
1564.0	2.835560E-01
1565.0	2.885550E-01
1566.0	2.833449E-01
1567.0	2.840115E-01
1568.0	2.776905E-01
1569.0	2.747910E-01
1570.0	2.610270E-01
1571.0	2.538396E-01
1572.0	2.567057E-01
1573.0	2.527287E-01
1574.0	2.606604E-01
1575.0	2.587719E-01
1576.0	2.663927E-01
1577.0	2.332213E-01
1578.0	2.538840E-01
1579.0	2.555614E-01
1580.0	2.640820E-01
1581.0	2.684478E-01
1582.0	2.611492E-01
1583.0	2.671814E-01
1584.0	2.687700E-01
1585.0	2.792235E-01
1586.0	2.759241E-01
1587.0	2.730469E-01
1588.0	2.709251E-01
1589.0	2.506957E-01
1590.0	2.609048E-01
1591.0	2.610937E-01
1592.0	2.721915E-01
1593.0	2.787458E-01
1594.0	2.765018E-01
1595.0	2.786458E-01
1596.0	2.638487E-01
1597.0	2.664482E-01
1598.0	2.743133E-01
1599.0	2.611826E-01
1600.0	2.569834E-01
1601.0	2.409643E-01
1602.0	2.419530E-01
1603.0	2.417863E-01
1604.0	2.465854E-01
1605.0	2.556170E-01
1606.0	2.605382E-01
1607.0	2.514733E-01
1608.0	2.482073E-01
1609.0	2.453745E-01
1610.0	2.349099E-01
1611.0	2.448302E-01
1612.0	2.490849E-01
1613.0	2.560280E-01
1614.0	2.573055E-01
1615.0	2.601717E-01
1616.0	2.487850E-01
1617.0	2.532619E-01
1618.0	2.628378E-01
1619.0	2.601161E-01
1620.0	2.530953E-01
1621.0	2.528953E-01
1622.0	2.564057E-01
1623.0	2.617158E-01
1624.0	2.619713E-01
1625.0	2.567168E-01
1626.0	2.587719E-01
1627.0	2.599273E-01
1628.0	2.604605E-01
1629.0	2.605716E-01
1630.0	2.553282E-01
1631.0	2.570167E-01
1632.0	2.571833E-01
1633.0	2.512178E-01
1634.0	2.513734E-01
1635.0	2.523065E-01
1636.0	2.541617E-01
1637.0	2.451079E-01
1638.0	2.376538E-01
1639.0	2.378427E-01
1640.0	2.323215E-01
1641.0	2.371539E-01
1642.0	2.384759E-01
1643.0	2.326103E-01
1644.0	2.414309E-01
1645.0	2.356875E-01
1646.0	2.349210E-01
1647.0	2.458967E-01
1648.0	2.339212E-01
1649.0	2.361874E-01
1650.0	2.433083E-01
1651.0	2.253007E-01
1652.0	2.416641E-01
1653.0	2.406310E-01
1654.0	2.331880E-01
1655.0	2.401644E-01
1656.0	2.387758E-01
1657.0	2.400978E-01
1658.0	2.429528E-01
1659.0	2.389980E-01
1660.0	2.412975E-01
1661.0	2.418863E-01
1662.0	2.367651E-01
1663.0	2.402866E-01
1664.0	2.388202E-01
1665.0	2.289222E-01
1666.0	1.934180E-01
1667.0	2.277557E-01
1668.0	2.319660E-01
1669.0	2.326103E-01
1670.0	2.396534E-01
1671.0	2.365540E-01
1672.0	2.286444E-01
1673.0	2.338657E-01
1674.0	2.333102E-01
1675.0	2.309884E-01
1676.0	2.286667E-01
1677.0	2.295998E-01
1678.0	2.262338E-01
1679.0	2.304108E-01
1680.0	2.223679E-01
1681.0	2.103591E-01
1682.0	2.202905E-01
1683.0	2.261449E-01
1684.0	2.142139E-01
1685.0	2.306552E-01
1686.0	2.274669E-01
1687.0	2.216347E-01
1688.0	2.273447E-01
1689.0	2.241564E-01
1690.0	2.220791E-01
1691.0	2.089372E-01
1692.0	2.241120E-01
1693.0	2.287000E-01
1694.0	2.216236E-01
1695.0	2.269226E-01
1696.0	2.264338E-01
1697.0	1.960619E-01
1698.0	2.244786E-01
1699.0	2.224457E-01
1700.0	3.243370E-01
1702.0	5.519483E-01
1705.0	8.565002E-01
1710.0	1.017358E+00
1715.0	1.027023E+00
1720.0	1.012637E+00
1725.0	9.646458E-01
1730.0	9.430945E-01
1735.0	8.752743E-01
1740.0	9.112118E-01
1745.0	8.390036E-01
1750.0	8.977144E-01
1755.0	8.293388E-01
1760.0	8.669426E-01
1765.0	7.202489E-01
1770.0	7.682396E-01
1775.0	6.228234E-01
1780.0	5.451329E-01
1785.0	4.177021E-01
1790.0	4.823007E-01
1795.0	2.547505E-01
1800.0	1.728109E-01
1805.0	8.045658E-02
1810.0	5.263533E-02
1815.0	1.782598E-02
1820.0	5.364402E-03
1825.0	6.922543E-03
1830.0	2.827006E-05
1835.0	3.487322E-05
1840.0	3.406949E-07
1845.0	3.404783E-05
1850.0	1.630128E-05
1855.0	1.543867E-06
1860.0	6.065488E-05
1865.0	9.244870E-05
1870.0	1.452384E-09
1875.0	2.460411E-09
1880.0	4.228234E-04
1885.0	2.395590E-04
1890.0	1.219541E-03
1895.0	7.078069E-04
1900.0	4.716639E-06
1905.0	3.099286E-06
1910.0	1.262310E-04
1915.0	1.092732E-04
1920.0	2.469020E-03
1925.0	5.128225E-03
1930.0	3.025745E-03
1935.0	1.967840E-02
1940.0	1.797262E-02
1945.0	5.947177E-02
1950.0	9.154887E-02
1955.0	5.491155E-02
1960.0	1.198045E-01
1965.0	1.561585E-01
1970.0	2.669203E-01
1975.0	3.706502E-01
1980.0	4.123310E-01
1985.0	4.533841E-01
1990.0	4.672647E-01
1995.0	4.431750E-01
2000.0	2.082429E-01
2005.0	8.191186E-02
2010.0	2.170189E-01
2015.0	1.455717E-01
2020.0	2.457245E-01
2025.0	4.042492E-01
2030.0	4.635766E-01
2035.0	5.266088E-01
2040.0	4.907046E-01
2045.0	4.978810E-01
2050.0	3.715500E-01
2055.0	3.004416E-01
2060.0	3.785764E-01
2065.0	3.386120E-01
2070.0	3.594579E-01
2075.0	4.238343E-01
2080.0	4.750632E-01
2085.0	4.657261E-01
2090.0	4.875663E-01
2095.0	4.911323E-01
2100.0	4.714028E-01
2105.0	5.097398E-01
2110.0	4.905713E-01
2115.0	5.016136E-01
2120.0	4.792457E-01
2125.0	4.849224E-01
2130.0	4.911379E-01
2135.0	4.925654E-01
2140.0	4.965146E-01
2145.0	4.895271E-01
2150.0	4.630711E-01
2155.0	4.641653E-01
2160.0	4.605327E-01
2165.0	4.175577E-01
2170.0	4.486683E-01
2175.0	4.402311E-01
2180.0	4.476741E-01
2185.0	4.080207E-01
2190.0	4.327214E-01
2195.0	4.323215E-01
2200.0	3.897854E-01
2205.0	4.051824E-01
2210.0	4.342156E-01
2215.0	4.176355E-01
2220.0	4.256450E-01
2225.0	4.132530E-01
2230.0	4.150693E-01
2235.0	4.070875E-01
2240.0	4.006999E-01
2245.0	3.883190E-01
2250.0	3.945566E-01
2255.0	3.714000E-01
2260.0	3.673897E-01
2265.0	3.741217E-01
2270.0	3.562530E-01
2275.0	3.516483E-01
2280.0	3.641015E-01
2285.0	3.465382E-01
2290.0	3.473436E-01
2295.0	3.366179E-01
2300.0	3.232316E-01
2305.0	3.251812E-01
2310.0	3.509818E-01
2315.0	3.195379E-01
2320.0	2.859944E-01
2325.0	3.089733E-01
2330.0	3.123337E-01
2335.0	3.186158E-01
2340.0	2.519844E-01
2345.0	2.825506E-01
2350.0	2.283723E-01
2355.0	2.609937E-01
2360.0	2.761908E-01
2365.0	2.716639E-01
2370.0	1.694893E-01
2375.0	2.427528E-01
2380.0	2.339990E-01
2385.0	1.695504E-01
2390.0	2.041159E-01
2395.0	2.232844E-01
2400.0	2.428750E-01
2405.0	1.848863E-01
2410.0	1.860972E-01
2415.0	1.502930E-01
2420.0	1.464049E-01
2425.0	1.821979E-01
2430.0	2.484239E-01
2435.0	8.201184E-02
2440.0	2.384314E-01
2445.0	1.147388E-01
2450.0	7.511318E-02
2455.0	1.371678E-01
2460.0	1.841698E-01
2465.0	1.333574E-01
2470.0	9.239871E-02
2475.0	9.091566E-02
2480.0	4.443359E-02
2485.0	3.101619E-02
2490.0	1.941678E-02
2495.0	1.591191E-02
2500.0	3.906352E-02
2505.0	8.400589E-03
2510.0	1.225484E-02
2515.0	2.868554E-03
2520.0	2.048435E-03
2525.0	2.288111E-04
2530.0	3.514817E-06
2535.0	9.673120E-07
2540.0	2.084095E-06
2545.0	2.969923E-10
2550.0	1.558919E-12
2555.0	5.763880E-09
2560.0	1.713111E-10
2565.0	8.801623E-14
2570.0	8.415587E-18
2575.0	5.947733E-27
2580.0	2.106979E-21
2585.0	9.478158E-34
2590.0	3.019913E-30
2595.0	1.258978E-32
2600.0	2.474852E-27
2605.0	3.198934E-34
2610.0	3.275474E-33
2615.0	6.168801E-37
2620.0	3.113617E-28
2625.0	2.131697E-27
2630.0	1.556697E-44
2635.0	2.150638E-15
2640.0	6.474853E-16
2645.0	4.959703E-18
2650.0	7.879580E-19
2655.0	7.240815E-27
2660.0	1.437498E-24
2665.0	6.134919E-37
2670.0	0.000000E+00
2675.0	0.000000E+00
2680.0	0.000000E+00
2685.0	0.000000E+00
2690.0	5.653346E-29
2695.0	3.944456E-32
2700.0	0.000000E+00
2705.0	1.625962E-41
2710.0	6.242676E-35
2715.0	2.141195E-25
2720.0	3.113395E-44
2725.0	4.059989E-21
2730.0	3.384287E-18
2735.0	3.061683E-20
2740.0	1.301691E-26
2745.0	7.345239E-23
2750.0	9.308191E-28
2755.0	3.736052E-43
2760.0	0.000000E+00
2765.0	1.499764E-26
2770.0	4.695087E-23
2775.0	2.241786E-37
2780.0	2.695698E-33
2785.0	2.180410E-26
2790.0	6.829228E-16
2795.0	2.032438E-15
2800.0	9.256534E-12
2805.0	3.789708E-13
2810.0	2.260394E-09
2815.0	1.611798E-09
2820.0	1.154720E-10
2825.0	9.894743E-07
2830.0	2.192629E-05
2835.0	1.196045E-09
2840.0	1.102508E-06
2845.0	2.281445E-04
2850.0	6.503180E-06
2855.0	2.523121E-06
2860.0	1.425945E-04
2865.0	9.428167E-04
2870.0	3.550532E-05
2875.0	2.203072E-03
2880.0	1.390674E-03
2885.0	2.549838E-03
2890.0	1.047574E-03
2895.0	1.498709E-02
2900.0	4.564835E-03
2905.0	6.241565E-04
2910.0	1.531147E-02
2915.0	7.077513E-03
2920.0	1.628350E-02
2925.0	6.094926E-03
2930.0	3.310801E-02
2935.0	3.650679E-02
2940.0	9.153221E-03
2945.0	8.150083E-03
2950.0	2.940262E-02
2955.0	1.313911E-02
2960.0	2.585553E-02
2965.0	4.183242E-02
2970.0	1.981615E-03
2975.0	4.804566E-03
2980.0	7.525204E-03
2985.0	3.915628E-02
2990.0	5.780543E-02
2995.0	2.404310E-02
3000.0	4.412587E-02
3005.0	1.625295E-02
3010.0	3.850363E-02
3015.0	3.123393E-02
3020.0	3.562808E-03
3025.0	4.218513E-02
3030.0	3.415503E-02
3035.0	1.404727E-02
3040.0	1.137945E-02
3045.0	2.366151E-02
3050.0	5.802206E-03
3055.0	1.627184E-03
3060.0	3.541589E-02
3065.0	1.636238E-02
3070.0	9.830867E-03
3075.0	3.384231E-02
3080.0	2.035493E-02
3085.0	9.929181E-03
3090.0	1.337518E-02
3095.0	3.680729E-03
3100.0	2.472464E-02
3105.0	5.176938E-03
3110.0	4.750410E-03
3115.0	1.273752E-02
3120.0	5.515261E-02
3125.0	1.701058E-02
3130.0	3.235260E-02
3135.0	6.427084E-02
3140.0	1.866471E-02
3145.0	1.825701E-02
3150.0	3.746883E-02
3155.0	3.164107E-02
3160.0	5.181993E-02
3165.0	7.866804E-02
3170.0	7.023635E-02
3175.0	5.179660E-02
3180.0	5.959953E-02
3185.0	4.534896E-02
3190.0	2.378260E-02
3195.0	1.510651E-02
3200.0	2.459522E-03
3205.0	1.737440E-03
3210.0	7.647402E-04
3215.0	2.790402E-03
3220.0	9.023246E-03
3225.0	1.114561E-03
3230.0	1.910962E-03
3235.0	4.089483E-02
3240.0	2.100481E-02
3245.0	4.115645E-03
3250.0	1.461272E-02
3255.0	5.570584E-02
3260.0	6.865332E-03
3265.0	1.371178E-02
3270.0	6.827562E-03
3275.0	3.319244E-02
3280.0	1.604688E-02
3285.0	6.233788E-02
3290.0	4.905158E-02
3295.0	6.852557E-03
3300.0	9.966952E-03
3305.0	2.207682E-02
3310.0	2.197628E-02
3315.0	9.036577E-05
3320.0	3.360236E-04
3325.0	1.971061E-02
3330.0	2.611381E-02
3335.0	5.080679E-02
3340.0	1.938679E-02
3345.0	1.984170E-02
3350.0	4.499014E-02
3355.0	2.035271E-02
3360.0	2.937873E-02
3365.0	4.032050E-02
3370.0	2.209015E-02
3375.0	4.742856E-02
3380.0	2.867443E-02
3385.0	4.201961E-02
3390.0	5.529592E-02
3395.0	5.357070E-02
3400.0	7.019747E-02
3405.0	2.502902E-02
3410.0	3.974061E-02
3415.0	4.084928E-02
3420.0	7.390230E-02
3425.0	5.616686E-02
3430.0	4.877385E-02
3435.0	6.483740E-02
3440.0	4.509179E-02
3445.0	6.350988E-02
3450.0	6.258228E-02
3455.0	4.662316E-02
3460.0	7.030300E-02
3465.0	5.507985E-02
3470.0	6.879774E-02
3475.0	6.138251E-02
3480.0	6.295998E-02
3485.0	6.783126E-02
3490.0	5.843309E-02
3495.0	6.878108E-02
3500.0	6.683145E-02
3505.0	6.622602E-02
3510.0	6.708141E-02
3515.0	6.442081E-02
3520.0	6.790902E-02
3525.0	6.400423E-02
3530.0	6.230456E-02
3535.0	5.293693E-02
3540.0	5.055184E-02
3545.0	5.340851E-02
3550.0	5.896632E-02
3555.0	5.068182E-02
3560.0	6.038826E-02
3565.0	6.069931E-02
3570.0	4.663038E-02
3575.0	4.833949E-02
3580.0	5.696115E-02
3585.0	5.125782E-02
3590.0	5.284806E-02
3595.0	5.406116E-02
3600.0	5.736663E-02
3605.0	5.790541E-02
3610.0	5.298137E-02
3615.0	5.294415E-02
3620.0	6.490961E-02
3625.0	5.722221E-02
3630.0	5.563363E-02
3635.0	5.755548E-02
3640.0	6.414864E-02
3645.0	5.922738E-02
3650.0	5.656123E-02
3655.0	6.133252E-02
3660.0	6.097704E-02
3665.0	5.728331E-02
3670.0	4.413809E-02
3675.0	2.697753E-02
3680.0	4.654040E-02
3685.0	5.271531E-02
3690.0	5.413281E-02
3695.0	5.658900E-02
3700.0	6.074930E-02
3705.0	6.013831E-02
3710.0	5.228428E-02
3715.0	5.150721E-02
3720.0	5.792763E-02
3725.0	5.971617E-02
3730.0	5.175050E-02
3735.0	4.791291E-02
3740.0	4.939207E-02
3745.0	5.765546E-02
3750.0	5.184603E-02
3755.0	5.017691E-02
3760.0	4.945761E-02
3765.0	4.770795E-02
3770.0	5.090622E-02
3775.0	5.050018E-02
3780.0	5.341073E-02
3785.0	4.915600E-02
3790.0	4.326437E-02
3795.0	4.946594E-02
3800.0	5.498265E-02
3805.0	5.188658E-02
