280.0	0.061500
280.5	0.049500
281.0	0.075000
281.5	0.106000
282.0	0.133500
282.5	0.151500
283.0	0.162500
283.5	0.161500
284.0	0.149500
284.5	0.125120
285.0	0.087945
285.5	0.077500
286.0	0.121000
286.5	0.166500
287.0	0.181000
287.5	0.169500
288.0	0.155500
288.5	0.162500
289.0	0.196000
289.5	0.239500
290.0	0.281500
290.5	0.303000
291.0	0.309000
291.5	0.299000
292.0	0.283500
292.5	0.264500
293.0	0.269000
293.5	0.274500
294.0	0.266500
294.5	0.260000
295.0	0.263500
295.5	0.279500
296.0	0.286500
296.5	0.260500
297.0	0.239000
297.5	0.264500
298.0	0.264000
298.5	0.234000
299.0	0.236000
299.5	0.250500
300.0	0.228970
300.5	0.216500
301.0	0.231500
301.5	0.238780
302.0	0.224500
302.5	0.254000
303.0	0.306000
303.5	0.323000
304.0	0.310500
304.5	0.313000
305.0	0.321000
305.5	0.305500
306.0	0.282500
306.5	0.287500
307.0	0.302500
307.5	0.315500
308.0	0.322500
308.5	0.320250
309.0	0.290000
309.5	0.250000
310.0	0.266500
310.5	0.326000
311.0	0.381000
311.5	0.372000
312.0	0.353075
312.5	0.338000
313.0	0.347000
313.5	0.362000
314.0	0.358500
314.5	0.338000
315.0	0.342250
315.5	0.316000
316.0	0.293500
316.5	0.324500
317.0	0.369500
317.5	0.400945
318.0	0.361805
318.5	0.340000
319.0	0.352900
319.5	0.366590
320.0	0.387500
320.5	0.413000
321.0	0.382730
321.5	0.359500
322.0	0.367565
322.5	0.355760
323.0	0.324500
323.5	0.340690
324.0	0.370250
324.5	0.394000
325.0	0.414590
325.5	0.456885
326.0	0.499175
326.5	0.508300
327.0	0.502350
327.5	0.493395
328.0	0.478405
328.5	0.467000
329.0	0.502300
329.5	0.547900
330.0	0.554900
330.5	0.521450
331.0	0.495500
331.5	0.496980
332.0	0.496385
332.5	0.490015
333.0	0.481970
333.5	0.468500
334.0	0.477785
334.5	0.494310
335.0	0.504850
335.5	0.487265
336.0	0.444895
336.5	0.414500
337.0	0.409000
337.5	0.438660
338.0	0.462645
338.5	0.478915
339.0	0.484315
339.5	0.494500
340.0	0.527200
340.5	0.523150
341.0	0.485500
341.5	0.479500
342.0	0.497850
342.5	0.513850
