> Air Mass 1.5 spectrum "Global Tilt" "edition 2", normalised to 1 sun (1000 W/m2)
> Global tilt = spectral radiation from solar disk plus sky diffuse and diffuse reflected from ground on south facing surface tilted 37 deg from horizontal
> Source: "ASTM G173-03 Reference Spectra 
Derived from SMARTS v. 2.9.2 (AM1.5)"							
> (NREL website, april 2009)
> Adaption to SCAPS format: MB 17-5-2009
> The first column is wavelength in nm
> The value in the second column is the incident power, in W/m2, in a wavelength range from half-away the preceeding lambda-interval, to half-away the next lambda-interval
> (we have artificially added one line before the table: 279 nm, 0 W/m2/nm
>   and one line after the table: 4010 nm, 0 W/m2/nm)
> The total incident power of the AM1.5G ed.2 spectrum (summing the data in the second column) is 1000.40617707 W/m2
> Tn this table, the spectrum is normalised to 1 sun incident power (1000 W/m2)
> by multiplying the second column with 1000/1000.40617707
>
>lambda (nm)	P(W/m2)
1131.0	2.954800E-01
1132.0	2.340149E-01
1133.0	1.532478E-01
1134.0	4.172305E-02
1135.0	1.545572E-02
1136.0	1.287077E-01
1137.0	2.877331E-01
1138.0	2.032075E-01
1139.0	2.983788E-01
1140.0	2.558861E-01
1141.0	1.932915E-01
1142.0	2.246987E-01
1143.0	3.117034E-01
1144.0	1.132140E-01
1145.0	1.459807E-01
1146.0	1.575760E-01
1147.0	5.915197E-02
1148.0	2.710199E-01
1149.0	2.184513E-01
1150.0	1.215906E-01
1151.0	2.033174E-01
1152.0	2.475195E-01
1153.0	2.380233E-01
1154.0	1.424222E-01
1155.0	3.130329E-01
1156.0	2.807860E-01
1157.0	3.144523E-01
1158.0	3.115834E-01
1159.0	3.367932E-01
1160.0	2.863637E-01
1161.0	3.473889E-01
1162.0	3.498779E-01
1163.0	4.683798E-01
1164.0	4.017168E-01
1165.0	3.884422E-01
1166.0	3.747878E-01
1167.0	4.097936E-01
1168.0	4.193697E-01
1169.0	4.229282E-01
1170.0	4.585438E-01
1171.0	4.481280E-01
1172.0	4.546453E-01
1173.0	4.562347E-01
1174.0	3.367832E-01
1175.0	4.522163E-01
1176.0	4.765964E-01
1177.0	4.721582E-01
1178.0	3.598538E-01
1179.0	4.835136E-01
1180.0	4.405111E-01
1181.0	4.549552E-01
1182.0	3.230488E-01
1183.0	4.385219E-01
1184.0	4.196795E-01
1185.0	4.072446E-01
1186.0	4.769563E-01
1187.0	4.555650E-01
1188.0	3.349040E-01
1189.0	4.155212E-01
1190.0	4.622023E-01
1191.0	4.464187E-01
1192.0	4.731678E-01
1193.0	4.541555E-01
1194.0	4.687096E-01
1195.0	4.467785E-01
1196.0	4.311349E-01
1197.0	4.769563E-01
1198.0	4.337438E-01
1199.0	3.647419E-01
1200.0	4.480680E-01
1201.0	4.369025E-01
1202.0	4.369925E-01
1203.0	4.339138E-01
1204.0	3.623228E-01
1205.0	4.367426E-01
1206.0	4.806648E-01
1207.0	4.296855E-01
1208.0	4.332840E-01
1209.0	4.141118E-01
1210.0	4.531759E-01
1211.0	4.221485E-01
1212.0	4.247175E-01
1213.0	4.693694E-01
1214.0	4.338938E-01
1215.0	4.276263E-01
1216.0	4.662106E-01
1217.0	4.550952E-01
1218.0	4.591535E-01
1219.0	4.464487E-01
1220.0	4.578640E-01
1221.0	4.651211E-01
1222.0	4.512067E-01
1223.0	4.438797E-01
1224.0	4.478981E-01
1225.0	4.621723E-01
1226.0	4.679999E-01
1227.0	4.328642E-01
1228.0	4.663906E-01
1229.0	4.670203E-01
1230.0	4.598432E-01
1231.0	4.718384E-01
1232.0	4.661407E-01
1233.0	4.537857E-01
1234.0	4.699691E-01
1235.0	4.648512E-01
1236.0	4.688895E-01
1237.0	4.632019E-01
1238.0	4.677800E-01
1239.0	4.625321E-01
1240.0	4.605829E-01
1241.0	4.617824E-01
1242.0	4.622822E-01
1243.0	4.573542E-01
1244.0	4.550952E-01
1245.0	4.563646E-01
1246.0	4.592635E-01
1247.0	4.572743E-01
1248.0	4.584138E-01
1249.0	4.594734E-01
1250.0	4.568644E-01
1251.0	4.523962E-01
1252.0	4.507869E-01
1253.0	4.475482E-01
1254.0	4.434499E-01
1255.0	4.505170E-01
1256.0	4.400513E-01
1257.0	4.351433E-01
1258.0	4.447793E-01
1259.0	4.270765E-01
1260.0	4.309250E-01
1261.0	4.112929E-01
1262.0	3.955094E-01
1263.0	4.000275E-01
1264.0	3.713292E-01
1265.0	3.955393E-01
1266.0	3.851136E-01
1267.0	3.880624E-01
1268.0	3.703596E-01
1269.0	2.464199E-01
1270.0	3.872827E-01
1271.0	4.080842E-01
1272.0	4.086240E-01
1273.0	4.060851E-01
1274.0	4.059751E-01
1275.0	4.121626E-01
1276.0	4.167607E-01
1277.0	4.198395E-01
1278.0	4.274564E-01
1279.0	4.243876E-01
1280.0	4.218686E-01
1281.0	4.131822E-01
1282.0	3.728985E-01
1283.0	4.071646E-01
1284.0	4.206092E-01
1285.0	4.238179E-01
1286.0	4.269666E-01
1287.0	4.219586E-01
1288.0	4.197195E-01
1289.0	4.091938E-01
1290.0	4.126824E-01
1291.0	4.176903E-01
1292.0	3.960191E-01
1293.0	4.124025E-01
1294.0	4.040459E-01
1295.0	4.049755E-01
1296.0	3.894118E-01
1297.0	3.711492E-01
1298.0	3.916709E-01
1299.0	4.083541E-01
1300.0	3.529766E-01
1301.0	3.621329E-01
1302.0	3.916509E-01
1303.0	3.460694E-01
1304.0	3.004979E-01
1305.0	3.836642E-01
1306.0	3.843739E-01
1307.0	3.058158E-01
1308.0	3.468191E-01
1309.0	3.839740E-01
1310.0	3.010177E-01
1311.0	3.335245E-01
1312.0	3.332346E-01
1313.0	3.133927E-01
1314.0	2.882129E-01
1315.0	2.856940E-01
1316.0	3.240584E-01
1317.0	3.120433E-01
1318.0	3.331447E-01
1319.0	2.684410E-01
1320.0	2.586150E-01
1321.0	2.985387E-01
1322.0	3.020473E-01
1323.0	2.326955E-01
1324.0	2.623834E-01
1325.0	3.221092E-01
1326.0	2.803961E-01
1327.0	2.661419E-01
1328.0	2.344048E-01
1329.0	1.775179E-01
1330.0	2.291369E-01
1331.0	1.447412E-01
1332.0	1.457308E-01
1333.0	2.029576E-01
1334.0	1.691813E-01
1335.0	2.310761E-01
1336.0	1.834055E-01
1337.0	1.644732E-01
1338.0	1.779677E-01
1339.0	1.767382E-01
1340.0	1.682417E-01
1341.0	1.703208E-01
1342.0	1.779077E-01
1343.0	1.270584E-01
1344.0	7.561429E-02
1345.0	1.089957E-01
1346.0	5.816238E-02
1347.0	6.009459E-02
1348.0	4.743173E-03
1349.0	1.615244E-02
1350.0	1.601849E-02
1351.0	4.627920E-03
1352.0	1.515784E-03
1353.0	9.605698E-05
1354.0	2.899722E-04
1355.0	3.601937E-06
1356.0	4.805048E-05
1357.0	7.175685E-05
1358.0	4.193097E-06
1359.0	7.340918E-07
1360.0	2.139531E-06
1361.0	4.811346E-09
1362.0	1.806866E-11
1363.0	3.155019E-06
1364.0	1.358348E-06
1365.0	9.072715E-12
1366.0	1.278581E-05
1367.0	4.974380E-06
1368.0	1.480399E-13
1369.0	5.164602E-07
1370.0	2.918814E-07
1371.0	1.972299E-08
1372.0	2.748684E-06
1373.0	4.438297E-05
1374.0	1.790973E-04
1375.0	3.231887E-04
1376.0	2.573755E-04
1377.0	1.226502E-04
1378.0	1.108450E-03
1379.0	5.214282E-05
1380.0	8.155387E-05
1381.0	2.370637E-06
1382.0	2.566158E-06
1383.0	4.399913E-08
1384.0	6.166395E-07
1385.0	2.089051E-06
1386.0	2.520476E-06
1387.0	1.988792E-04
1388.0	4.024565E-06
1389.0	5.807441E-04
1390.0	4.930797E-04
1391.0	3.437004E-04
1392.0	2.377234E-05
1393.0	1.158130E-04
1394.0	7.549534E-05
1395.0	6.710874E-07
1396.0	6.318933E-09
1397.0	4.903708E-05
1398.0	1.269884E-03
1399.0	8.119302E-04
1400.0	3.245282E-09
1401.0	1.052373E-08
1402.0	1.834555E-03
1403.0	2.379034E-03
1404.0	7.386200E-04
1405.0	3.642920E-07
1406.0	2.043970E-03
1407.0	1.744991E-04
1408.0	1.648630E-03
1409.0	6.189386E-04
1410.0	4.663406E-04
1411.0	2.113342E-03
1412.0	2.638528E-03
1413.0	2.334352E-02
1414.0	3.636323E-04
1415.0	1.835854E-04
1416.0	3.555056E-02
1417.0	1.175423E-02
1418.0	1.355349E-02
1419.0	2.143329E-03
1420.0	8.268442E-03
1421.0	9.159979E-03
1422.0	4.629520E-02
1423.0	9.216057E-03
1424.0	1.696811E-02
1425.0	2.583950E-02
1426.0	2.778072E-02
1427.0	4.952588E-02
1428.0	4.556949E-03
1429.0	3.800456E-02
1430.0	6.157599E-02
1431.0	5.013564E-02
1432.0	2.518377E-03
1433.0	3.581945E-02
1434.0	2.095349E-02
1435.0	2.140730E-02
1436.0	3.833543E-02
1437.0	2.986787E-02
1438.0	1.325762E-02
1439.0	5.101828E-02
1440.0	3.958492E-02
1441.0	3.178709E-02
1442.0	3.630225E-02
1443.0	4.504470E-02
1444.0	6.176591E-02
1445.0	4.973080E-02
1446.0	2.308562E-02
1447.0	3.620030E-02
1448.0	1.156430E-01
1449.0	1.020885E-01
1450.0	2.740087E-02
1451.0	1.126642E-02
1452.0	6.233568E-02
1453.0	8.194472E-02
1454.0	1.375341E-01
1455.0	6.612314E-02
1456.0	8.847306E-02
1457.0	1.169525E-01
1458.0	1.363746E-01
1459.0	1.630038E-01
1460.0	8.538632E-02
1461.0	9.023935E-02
1462.0	1.305470E-01
1463.0	4.320745E-02
1464.0	1.517784E-01
1465.0	9.334509E-02
1466.0	6.517053E-02
1467.0	3.603936E-02
1468.0	7.691076E-02
1469.0	9.480649E-02
1470.0	4.965783E-02
1471.0	1.784075E-02
1472.0	4.675201E-02
1473.0	7.016950E-02
1474.0	9.729948E-02
1475.0	1.845550E-01
1476.0	6.875008E-02
1477.0	6.970769E-02
1478.0	6.345423E-02
1479.0	1.199613E-01
1480.0	6.061238E-02
1481.0	1.152432E-01
1482.0	5.846625E-02
1483.0	1.485297E-01
1484.0	1.374142E-01
1485.0	1.249792E-01
1486.0	1.233499E-01
1487.0	6.060438E-02
1488.0	9.414176E-02
1489.0	1.896530E-01
1490.0	1.747090E-01
1491.0	1.976997E-01
1492.0	1.643432E-01
1493.0	1.814963E-01
1494.0	2.035873E-01
1495.0	1.824559E-01
1496.0	1.684516E-01
1497.0	2.284072E-01
1498.0	1.896030E-01
1499.0	2.175017E-01
1500.0	2.505082E-01
1501.0	2.654122E-01
1502.0	2.334652E-01
1503.0	1.848549E-01
1504.0	1.602249E-01
1505.0	1.839453E-01
1506.0	2.576254E-01
1507.0	2.550364E-01
1508.0	2.429213E-01
1509.0	1.868241E-01
1510.0	2.704102E-01
1511.0	2.646325E-01
1512.0	2.605742E-01
1513.0	2.422916E-01
1514.0	2.256184E-01
1515.0	2.656221E-01
1516.0	2.567257E-01
1517.0	2.491888E-01
1518.0	2.520076E-01
1519.0	2.442708E-01
1520.0	2.643926E-01
1521.0	2.749383E-01
1522.0	2.636729E-01
1523.0	2.799263E-01
1524.0	2.752782E-01
1525.0	2.587349E-01
1526.0	2.673414E-01
1527.0	2.620935E-01
1528.0	2.791666E-01
1529.0	2.723294E-01
1530.0	2.551164E-01
1531.0	2.696205E-01
1532.0	2.782770E-01
1533.0	2.770275E-01
1534.0	2.688108E-01
1535.0	2.667517E-01
1536.0	2.745285E-01
1537.0	2.732490E-01
1538.0	2.719096E-01
1539.0	2.728392E-01
1540.0	2.648024E-01
1541.0	2.689308E-01
1542.0	2.691607E-01
1543.0	2.719695E-01
1544.0	2.719895E-01
1545.0	2.769375E-01
1546.0	2.746984E-01
1547.0	2.729791E-01
1548.0	2.666417E-01
1549.0	2.733090E-01
1550.0	2.697904E-01
1551.0	2.704701E-01
1552.0	2.717096E-01
1553.0	2.712098E-01
1554.0	2.646325E-01
1555.0	2.674814E-01
1556.0	2.629932E-01
1557.0	2.705101E-01
1558.0	2.683710E-01
1559.0	2.679712E-01
1560.0	2.655721E-01
1561.0	2.699104E-01
1562.0	2.674514E-01
1563.0	2.665617E-01
1564.0	2.625334E-01
1565.0	2.671715E-01
1566.0	2.623434E-01
1567.0	2.629732E-01
1568.0	2.571156E-01
1569.0	2.544167E-01
1570.0	2.416518E-01
1571.0	2.349746E-01
1572.0	2.376535E-01
1573.0	2.339750E-01
1574.0	2.413520E-01
1575.0	2.396427E-01
1576.0	2.466798E-01
1577.0	2.159323E-01
1578.0	2.350645E-01
1579.0	2.366239E-01
1580.0	2.445407E-01
1581.0	2.485990E-01
1582.0	2.418518E-01
1583.0	2.474495E-01
1584.0	2.489389E-01
1585.0	2.586349E-01
1586.0	2.555862E-01
1587.0	2.529273E-01
1588.0	2.509681E-01
1589.0	2.322357E-01
1590.0	2.416918E-01
1591.0	2.418718E-01
1592.0	2.521476E-01
1593.0	2.582251E-01
1594.0	2.561360E-01
1595.0	2.581252E-01
1596.0	2.444207E-01
1597.0	2.468197E-01
1598.0	2.541068E-01
1599.0	2.419217E-01
1600.0	2.380033E-01
1601.0	2.231394E-01
1602.0	2.240390E-01
1603.0	2.238791E-01
1604.0	2.283273E-01
1605.0	2.367338E-01
1606.0	2.413020E-01
1607.0	2.328654E-01
1608.0	2.298067E-01
1609.0	2.271777E-01
1610.0	2.175117E-01
1611.0	2.267079E-01
1612.0	2.306663E-01
1613.0	2.370937E-01
1614.0	2.382832E-01
1615.0	2.409421E-01
1616.0	2.304064E-01
1617.0	2.345547E-01
1618.0	2.434211E-01
1619.0	2.409022E-01
1620.0	2.343948E-01
1621.0	2.342049E-01
1622.0	2.374436E-01
1623.0	2.423616E-01
1624.0	2.425915E-01
1625.0	2.377234E-01
1626.0	2.396127E-01
1627.0	2.406822E-01
1628.0	2.411620E-01
1629.0	2.412720E-01
1630.0	2.364140E-01
1631.0	2.379633E-01
1632.0	2.381133E-01
1633.0	2.325755E-01
1634.0	2.327255E-01
1635.0	2.335751E-01
1636.0	2.352944E-01
1637.0	2.269078E-01
1638.0	2.199806E-01
1639.0	2.201706E-01
1640.0	2.150227E-01
1641.0	2.195108E-01
1642.0	2.207303E-01
1643.0	2.152626E-01
1644.0	2.234592E-01
1645.0	2.181314E-01
1646.0	2.174017E-01
1647.0	2.275876E-01
1648.0	2.164621E-01
1649.0	2.185812E-01
1650.0	2.251685E-01
1651.0	2.084653E-01
1652.0	2.236392E-01
1653.0	2.226796E-01
1654.0	2.157424E-01
1655.0	2.222197E-01
1656.0	2.209203E-01
1657.0	2.221398E-01
1658.0	2.247787E-01
1659.0	2.211102E-01
1660.0	2.232293E-01
1661.0	2.237491E-01
1662.0	2.189911E-01
1663.0	2.222597E-01
1664.0	2.208903E-01
1665.0	2.116940E-01
1666.0	1.787674E-01
1667.0	2.105945E-01
1668.0	2.145029E-01
1669.0	2.150726E-01
1670.0	2.215900E-01
1671.0	2.187012E-01
1672.0	2.113841E-01
1673.0	2.162022E-01
1674.0	2.156624E-01
1675.0	2.135133E-01
1676.0	2.113641E-01
1677.0	2.122038E-01
1678.0	2.090651E-01
1679.0	2.129435E-01
1680.0	2.054965E-01
1681.0	1.943910E-01
1682.0	2.035773E-01
1683.0	2.089751E-01
1684.0	1.978896E-01
1685.0	2.131234E-01
1686.0	2.101746E-01
1687.0	2.047568E-01
1688.0	2.100447E-01
1689.0	2.070959E-01
1690.0	2.051467E-01
1691.0	1.929516E-01
1692.0	2.069959E-01
1693.0	2.112542E-01
1694.0	2.046869E-01
1695.0	2.095949E-01
1696.0	2.091351E-01
1697.0	1.809965E-01
1698.0	2.073058E-01
1699.0	2.054266E-01
1700.0	2.995033E-01
1702.0	5.096930E-01
1705.0	7.907988E-01
1710.0	9.391186E-01
1715.0	9.478650E-01
1720.0	9.345204E-01
1725.0	8.900385E-01
1730.0	8.699966E-01
1735.0	8.073721E-01
1740.0	8.405586E-01
1745.0	7.737357E-01
1750.0	8.279637E-01
1755.0	7.647394E-01
1760.0	7.995752E-01
1765.0	6.639303E-01
1770.0	7.083123E-01
1775.0	5.739669E-01
1780.0	5.022960E-01
1785.0	3.847487E-01
1790.0	4.443395E-01
1795.0	2.345597E-01
1800.0	1.590754E-01
1805.0	7.404492E-02
1810.0	4.843583E-02
1815.0	1.640134E-02
1820.0	4.935745E-03
1825.0	6.369413E-03
1830.0	2.600994E-05
1835.0	3.208197E-05
1840.0	3.133877E-07
1845.0	3.131628E-05
1850.0	1.499041E-05
1855.0	1.419224E-06
1860.0	5.573236E-05
1865.0	8.487553E-05
1870.0	1.332559E-09
1875.0	2.255584E-09
1880.0	3.873677E-04
1885.0	2.193609E-04
1890.0	1.116197E-03
1895.0	6.470872E-04
1900.0	4.309300E-06
1905.0	2.832200E-06
1910.0	1.151782E-04
1915.0	9.969451E-05
1920.0	2.252535E-03
1925.0	4.678850E-03
1930.0	2.760979E-03
1935.0	1.796020E-02
1940.0	1.640384E-02
1945.0	5.429295E-02
1950.0	8.360104E-02
1955.0	5.015963E-02
1960.0	1.094855E-01
1965.0	1.427570E-01
1970.0	2.441358E-01
1975.0	3.391472E-01
1980.0	3.774067E-01
1985.0	4.151464E-01
1990.0	4.278912E-01
1995.0	4.057852E-01
2000.0	1.907025E-01
2005.0	7.497455E-02
2010.0	1.986593E-01
2015.0	1.331859E-01
2020.0	2.248137E-01
2025.0	3.698998E-01
2030.0	4.241077E-01
2035.0	4.817343E-01
2040.0	4.487227E-01
2045.0	4.551851E-01
2050.0	3.394971E-01
2055.0	2.744185E-01
2060.0	3.458245E-01
2065.0	3.092494E-01
2070.0	3.282467E-01
2075.0	3.870578E-01
2080.0	4.338838E-01
2085.0	4.253372E-01
2090.0	4.453191E-01
2095.0	4.485528E-01
2100.0	4.304901E-01
2105.0	4.655759E-01
2110.0	4.480880E-01
2115.0	4.581789E-01
2120.0	4.377622E-01
2125.0	4.429801E-01
2130.0	4.486878E-01
2135.0	4.500372E-01
2140.0	4.536507E-01
2145.0	4.472483E-01
2150.0	4.230232E-01
2155.0	4.240278E-01
2160.0	4.206791E-01
2165.0	3.813951E-01
2170.0	4.098135E-01
2175.0	4.020767E-01
2180.0	4.088739E-01
2185.0	3.725987E-01
2190.0	3.951795E-01
2195.0	3.947996E-01
2200.0	3.558655E-01
2205.0	3.698998E-01
2210.0	3.964140E-01
2215.0	3.812102E-01
2220.0	3.884922E-01
2225.0	3.771118E-01
2230.0	3.787112E-01
2235.0	3.713442E-01
2240.0	3.654416E-01
2245.0	3.540462E-01
2250.0	3.595390E-01
2255.0	3.383126E-01
2260.0	3.345091E-01
2265.0	3.405467E-01
2270.0	3.242033E-01
2275.0	3.199750E-01
2280.0	3.313054E-01
2285.0	3.152719E-01
2290.0	3.159717E-01
2295.0	3.062006E-01
2300.0	2.940006E-01
2305.0	2.957349E-01
2310.0	3.192203E-01
2315.0	2.905870E-01
2320.0	2.600494E-01
2325.0	2.809609E-01
2330.0	2.840046E-01
2335.0	2.897173E-01
2340.0	2.290870E-01
2345.0	2.568957E-01
2350.0	2.075957E-01
2355.0	2.372686E-01
2360.0	2.510830E-01
2365.0	2.469447E-01
2370.0	1.540224E-01
2375.0	2.206454E-01
2380.0	2.126736E-01
2385.0	1.540674E-01
2390.0	1.854697E-01
2395.0	2.028876E-01
2400.0	2.206604E-01
2405.0	1.679268E-01
2410.0	1.689964E-01
2415.0	1.364446E-01
2420.0	1.328960E-01
2425.0	1.653228E-01
2430.0	2.254034E-01
2435.0	7.435980E-02
2440.0	2.161572E-01
2445.0	1.039478E-01
2450.0	6.802737E-02
2455.0	1.242145E-01
2460.0	1.667473E-01
2465.0	1.206910E-01
2470.0	8.360104E-02
2475.0	8.224160E-02
2480.0	4.018118E-02
2485.0	2.803961E-02
2490.0	1.754937E-02
2495.0	1.438016E-02
2500.0	3.530666E-02
2505.0	7.592416E-03
2510.0	1.107700E-02
2515.0	2.592947E-03
2520.0	1.851948E-03
2525.0	2.068810E-04
2530.0	3.178359E-06
2535.0	8.747447E-07
2540.0	1.885034E-06
2545.0	2.686809E-10
2550.0	1.410527E-12
2555.0	5.215382E-09
2560.0	1.550370E-10
2565.0	7.974261E-14
2570.0	7.625903E-18
2575.0	5.390810E-27
2580.0	1.909924E-21
2585.0	8.593510E-34
2590.0	2.738538E-30
2595.0	1.141436E-32
2600.0	2.244688E-27
2605.0	2.901471E-34
2610.0	2.971143E-33
2615.0	5.595727E-37
2620.0	2.824103E-28
2625.0	1.933565E-27
2630.0	1.400731E-44
2635.0	1.950558E-15
2640.0	5.872615E-16
2645.0	4.497573E-18
2650.0	7.144598E-19
2655.0	6.563834E-27
2660.0	1.302871E-24
2665.0	5.559242E-37
2670.0	0.000000E+00
2675.0	0.000000E+00
2680.0	0.000000E+00
2685.0	0.000000E+00
2690.0	5.110924E-29
2695.0	3.562753E-32
2700.0	0.000000E+00
2705.0	1.465155E-41
2710.0	5.622716E-35
2715.0	1.927067E-25
2720.0	2.801462E-44
2725.0	3.645269E-21
2730.0	3.035467E-18
2735.0	2.743286E-20
2740.0	1.165227E-26
2745.0	6.570331E-23
2750.0	8.320620E-28
2755.0	3.361735E-43
2760.0	0.000000E+00
2765.0	1.338306E-26
2770.0	4.187849E-23
2775.0	1.998688E-37
2780.0	2.402374E-33
2785.0	1.942511E-26
2790.0	6.082529E-16
2795.0	1.809515E-15
2800.0	8.238654E-12
2805.0	3.372530E-13
2810.0	2.010833E-09
2815.0	1.433668E-09
2820.0	1.026983E-10
2825.0	8.798926E-07
2830.0	1.949608E-05
2835.0	1.063368E-09
2840.0	9.800519E-07
2845.0	2.027926E-04
2850.0	5.780652E-06
2855.0	2.242439E-06
2860.0	1.267285E-04
2865.0	8.378097E-04
2870.0	3.155168E-05
2875.0	1.957705E-03
2880.0	1.235698E-03
2885.0	2.265680E-03
2890.0	9.307719E-04
2895.0	1.331609E-02
2900.0	4.055953E-03
2905.0	5.545747E-04
2910.0	1.360447E-02
2915.0	6.287946E-03
2920.0	1.446812E-02
2925.0	5.415300E-03
2930.0	2.941705E-02
2935.0	3.243832E-02
2940.0	8.133196E-03
2945.0	7.241559E-03
2950.0	2.612739E-02
2955.0	1.167576E-02
2960.0	2.297617E-02
2965.0	3.717440E-02
2970.0	1.760935E-03
2975.0	4.269716E-03
2980.0	6.687784E-03
2985.0	3.479987E-02
2990.0	5.137913E-02
2995.0	2.136882E-02
3000.0	3.922007E-02
3005.0	1.444713E-02
3010.0	3.422560E-02
3015.0	2.776422E-02
3020.0	3.167164E-03
3025.0	3.750027E-02
3030.0	3.036417E-02
3035.0	1.248793E-02
3040.0	1.011689E-02
3045.0	2.103646E-02
3050.0	5.158405E-03
3055.0	1.446762E-03
3060.0	3.149321E-02
3065.0	1.455059E-02
3070.0	8.742449E-03
3075.0	3.009827E-02
3080.0	1.810465E-02
3085.0	8.831913E-03
3090.0	1.189767E-02
3095.0	3.274170E-03
3100.0	2.199607E-02
3105.0	4.605879E-03
3110.0	4.226733E-03
3115.0	1.133390E-02
3120.0	4.907857E-02
3125.0	1.513835E-02
3130.0	2.879530E-02
3135.0	5.720676E-02
3140.0	1.661375E-02
3145.0	1.625190E-02
3150.0	3.335845E-02
3155.0	2.817156E-02
3160.0	4.614126E-02
3165.0	7.005654E-02
3170.0	6.255459E-02
3175.0	4.613226E-02
3180.0	5.308344E-02
3185.0	4.039509E-02
3190.0	2.118539E-02
3195.0	1.345803E-02
3200.0	2.191260E-03
3205.0	1.548021E-03
3210.0	6.814232E-04
3215.0	2.486590E-03
3220.0	8.041234E-03
3225.0	9.933465E-04
3230.0	1.703308E-03
3235.0	3.645519E-02
3240.0	1.872439E-02
3245.0	3.668960E-03
3250.0	1.302821E-02
3255.0	4.966883E-02
3260.0	6.121514E-03
3265.0	1.222753E-02
3270.0	6.090526E-03
3275.0	2.962047E-02
3280.0	1.431619E-02
3285.0	5.561741E-02
3290.0	4.376772E-02
3295.0	6.114516E-03
3300.0	8.893388E-03
3305.0	1.970000E-02
3310.0	1.960954E-02
3315.0	8.063225E-05
3320.0	2.998132E-04
3325.0	1.758636E-02
3330.0	2.329854E-02
3335.0	4.532859E-02
3340.0	1.729398E-02
3345.0	1.769681E-02
3350.0	4.012220E-02
3355.0	1.814663E-02
3360.0	2.619036E-02
3365.0	3.593890E-02
3370.0	1.968650E-02
3375.0	4.226283E-02
3380.0	2.554712E-02
3385.0	3.743280E-02
3390.0	4.925599E-02
3395.0	4.771312E-02
3400.0	6.251961E-02
3405.0	2.228795E-02
3410.0	3.538663E-02
3415.0	3.637223E-02
3420.0	6.579827E-02
3425.0	5.000969E-02
3430.0	4.342836E-02
3435.0	5.774155E-02
3440.0	4.015769E-02
3445.0	5.656702E-02
3450.0	5.574236E-02
3455.0	4.152763E-02
3460.0	6.262456E-02
3465.0	4.906957E-02
3470.0	6.129510E-02
3475.0	5.469279E-02
3480.0	5.609721E-02
3485.0	6.044545E-02
3490.0	5.207385E-02
3495.0	6.130010E-02
3500.0	5.956081E-02
3505.0	5.902103E-02
3510.0	5.979071E-02
3515.0	5.744667E-02
3520.0	6.058539E-02
3525.0	5.711680E-02
3530.0	5.561241E-02
3535.0	4.725880E-02
3540.0	4.513667E-02
3545.0	4.769663E-02
3550.0	5.266861E-02
3555.0	4.527211E-02
3560.0	5.395309E-02
3565.0	5.423297E-02
3570.0	4.167107E-02
3575.0	4.320445E-02
3580.0	5.091432E-02
3585.0	4.581689E-02
3590.0	4.724231E-02
3595.0	4.833037E-02
3600.0	5.128917E-02
3605.0	5.177397E-02
3610.0	4.737426E-02
3615.0	4.734377E-02
3620.0	5.804642E-02
3625.0	5.117421E-02
3630.0	4.975479E-02
3635.0	5.147409E-02
3640.0	5.737669E-02
3645.0	5.297348E-02
3650.0	5.059445E-02
3655.0	5.486771E-02
3660.0	5.454784E-02
3665.0	5.124419E-02
3670.0	3.948546E-02
3675.0	2.413320E-02
3680.0	4.163909E-02
3685.0	4.717084E-02
3690.0	4.844132E-02
3695.0	5.063943E-02
3700.0	5.436792E-02
3705.0	5.382814E-02
3710.0	4.680099E-02
3715.0	4.610827E-02
3720.0	5.185894E-02
3725.0	5.346828E-02
3730.0	4.633468E-02
3735.0	4.290107E-02
3740.0	4.422904E-02
3745.0	5.163403E-02
3750.0	4.643264E-02
3755.0	4.494075E-02
3760.0	4.429851E-02
3765.0	4.273364E-02
3770.0	4.560298E-02
3775.0	4.524212E-02
3780.0	4.785356E-02
3785.0	4.404361E-02
3790.0	3.876625E-02
3795.0	4.432799E-02
3800.0	4.927599E-02
3805.0	4.650561E-02
3810.0	4.120876E-02
3815.0	3.876875E-02
3820.0	4.825540E-02
3825.0	4.750870E-02
3830.0	4.794303E-02
3835.0	3.844239E-02
3840.0	4.485978E-02
3845.0	4.388268E-02
3850.0	4.411908E-02
3855.0	4.252523E-02
3860.0	3.995377E-02
3865.0	4.047806E-02
3870.0	3.678706E-02
3875.0	3.379627E-02
3880.0	3.265674E-02
3885.0	3.384475E-02
3890.0	3.439503E-02
3895.0	3.736482E-02
3900.0	3.961091E-02
3905.0	3.961841E-02
3910.0	3.566201E-02
3915.0	3.491982E-02
3920.0	3.471890E-02
3925.0	3.424609E-02
3930.0	3.523669E-02
3935.0	3.675557E-02
3940.0	3.699847E-02
3945.0	3.769069E-02
3950.0	3.812302E-02
3955.0	3.858383E-02
3960.0	3.872527E-02
3965.0	3.901265E-02
3970.0	3.838741E-02
3975.0	3.753325E-02
3980.0	3.692100E-02
3985.0	3.714841E-02
3990.0	3.684653E-02
3995.0	3.603536E-02
4000.0	5.326062E-02

