300	1.95775858	0.436521479
310	1.98738579	0.439619218
320	2.01992782	0.4402587
330	2.05579106	0.438163108
340	2.09578893	0.43296176
350	2.14163821	0.424160456
360	2.1978001	0.411156809
370	2.28460844	0.390894929
380	2.40658234	0.22424471
390	2.3081969	0.0836427468
400	2.23189051	0.0463180666
410	2.18216367	0.0311776346
420	2.14664498	0.0231585641
430	2.11955735	0.0182207534
440	2.09796735	0.0148772723
450	2.0802151	0.0124609217
460	2.06527888	0.0106296974
470	2.05248825	0.00919077067
480	2.04138093	0.00802736706
490	2.03162546	0.0070647277
500	2.0229765	0.00625281579
510	2.01524761	0.00555690035
520	2.00829405	0.00495213216
530	2.00200129	0.00442027006
540	1.99627724	0.00394762581
550	1.9910469	0.0035237299
560	1.98624834	0.0031404399
570	1.98182995	0.00279132914
580	1.97774831	0.00247125826
590	1.97396651	0.00217606886
600	1.97045302	0.00190236046
610	1.96718067	0.00164732567
620	1.96412591	0.00140862646
630	1.96126821	0.00118430017
640	1.95858959	0.000972687118
650	1.95607422	0.000772374429
660	1.9537081	0.000582151813
670	1.95147878	0.000400976544
680	1.9493752	0.000227945443
690	1.94738744	6.22723036e-005
700	1.94550659	-9.67304579e-005
710	1.94372466	-0.000249666793
720	1.94203441	-0.000397069369
730	1.9404293	-0.00053940979
740	1.93890339	-0.000677107111
750	1.93745127	-0.000810534968
760	1.93606801	-0.000940027578
770	1.9347491	-0.00106588481
780	1.93349044	-0.0011883765
790	1.93228822	-0.00130774613
800	1.93113897	-0.00142421395
810	1.93003949	-0.00153797975
820	1.92898683	-0.00164922512
830	1.92797824	-0.00175811554
840	1.92701121	-0.00186480211
850	1.9260834	-0.00196942306
860	1.92519263	-0.00207210515
870	1.92433689	-0.00217296482
880	1.9235143	-0.0022721092
890	1.9227231	-0.00236963705
900	1.92196167	-0.00246563958
910	1.92122849	-0.00256020112
920	1.92052212	-0.0026533998
930	1.91984124	-0.00274530811
940	1.9191846	-0.00283599336
950	1.91855103	-0.00292551821
960	1.91793943	-0.00301394099
970	1.91734876	-0.00310131614
980	1.91677805	-0.00318769447
990	1.9162264	-0.00327312351
1000	1.91569294	-0.00335764775
1010	1.91517686	-0.00344130887
1020	1.9146774	-0.003524146
1030	1.91419383	-0.00360619585
1040	1.91372546	-0.00368749297
1050	1.91327166	-0.00376806985
1060	1.91283181	-0.00384795711
1070	1.91240534	-0.00392718359
1080	1.91199169	-0.00400577655
1090	1.91159034	-0.0040837617
1100	1.91120081	-0.00416116336
1110	1.91082262	-0.00423800453
1120	1.91045533	-0.00431430699
1130	1.91009852	-0.0043900914
1140	1.90975178	-0.00446537731
1150	1.90941474	-0.00454018332
1160	1.90908702	-0.00461452705
1170	1.90876828	-0.00468842528
1180	1.90845819	-0.00476189394
1190	1.90815643	-0.00483494822
1200	1.90786271	-0.00490760256
1210	1.90757674	-0.00497987073
1220	1.90729824	-0.00505176585
1230	1.90702694	-0.00512330045
1240	1.90676261	-0.00519448648
1250	1.906505	-0.00526533537
1260	1.90625388	-0.00533585802
1270	1.90600903	-0.00540606486
1280	1.90577024	-0.00547596588
1290	1.90553731	-0.00554557063
1300	1.90531005	-0.00561488827
1310	1.90508828	-0.00568392756
1320	1.90487181	-0.0057526969
1330	1.90466047	-0.00582120435
1340	1.90445411	-0.00588945766
1350	1.90425257	-0.00595746424
